fitness,restarts,max_attempts,max_iters,n_invocations,time
44.0,10,10,500,285,0.00949780000000544
44.0,10,10,500,285,0.00949780000000544
44.0,10,10,500,285,0.00949780000000544
44.0,10,10,500,285,0.00949780000000544
44.0,10,10,500,285,0.00949780000000544
49.0,10,10,500,285,0.00949780000000544
49.0,10,10,500,285,0.00949780000000544
49.0,10,10,500,285,0.00949780000000544
49.0,10,10,500,285,0.00949780000000544
49.0,10,10,500,285,0.00949780000000544
49.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
57.0,10,10,500,285,0.00949780000000544
